evaluation,label
画面很满意，就是**员区有的电影看不起，还有的只有5分钟，郁闷。,负面
画质好，但视频资源不多。。。。,负面
开机无广告 55真的挺大了 屏幕外观无坏点 无磕碰 赠送一年会员 声音效果不错 最大声也没爆音 色彩方面因人而异 个人觉得不是三星那种艳丽 很普通挺讨好眼睛 不会腻 资源方面一般 在线电影加勒比海盗5看不了 老一点的大片也都看不了,负面
开始准备选择小米的，后来朋友介绍微鲸很不错，自己也看了知乎贴吧的一些评论和测评，然后就选择了微鲸。到货后比我想象中大了好多，也很薄，显示效果相当给力，送的挂架也不错，安装师傅还没到，投屏很给力，手机看片投到电视很震撼好给力，你懂的。最关键有一年只换不修，还有谁。送的会员也不错，资源很多，语音识别很快，识别模型有待优化，有些资源明明有但没搜索到，后台系统标签不够细，加油……,负面
没想到有这么大 我出租屋两米四客厅玩游戏简直太爽 一开始担心开机慢 但是用了才知道没传说那么慢 30秒以内吧 毕竟智能电视 应该是rgb 挺清楚的 送的会员嘛可以看的电影不多感觉 hdr不支持ps4可惜了 总体不错这个价格,负面
朋友家里用的感觉不错，也在网上做了调查研究后决定买的这款。用了几天感觉很好，画面很清晰，声音也可以，如果追求高品质音效，那得配个音箱，普通需求足够。片源一般般，主要连电脑的所以也不是很在意。唯一个小毛病，电源线只能接插线板，接我家的固定插板都不通电，正在和客服联系,负面
是jia货！！！ 是jia货！！！ 太坑了，大家不要买。电视看不了VIP片源，领不了会员，打微鲸售后电话，报产品序列号，客服说没有比序列号，是jia货！！！ jia说是敏感字眼不让评论，！！！,负面
首先不得不说这是一次糟糕的购物经历，电视到手后外观没什么问题，开机比较慢、大多片源都需要VIP权限这可能是目前智能电视的普遍特点。那么问题来了，进入VIP领取，显示设备码有问题，打电话给客服，共计43'27''这货就没说出个所以然。不承认有问题，说到关键问题就不吱声。要是质量一般我忍了，客服就不能雇个懂点常识的吗！总之我是不会再选微鲸的任何产品了。很认真的写这段评论就是能给大家一个参考。因为售后可能会比产品更重要。,负面
外观很不错，开机速度快，重要的是没有广告了！ 面板还过得去 资源有待体验 乐视可以下岗了,负面
物流速度快，质量也不错啊，开机没有广告，性价比很高。视频内容丰富，体育资源有些缺乏。整体体验不错，尺寸确实有点大，还没有用，过段时间再评论。,负面
"先订了小米4已下单但没货就退了，刚好微鲸55D2UK搞促销，只要两⑨⑨⑧，就下单了。第三天大件物流送货上门，拆包装接电测试没问题，第四天送的挂架才由京东送来，第5天预约了安装时间，第7填师傅上门安装，有挂架只收安装费壹佰。打眼，挂架，接电，联网，连蓝牙遥控器，测试，OK，完美。我的买点：1、IPS硬屏，6ms,4k高清，可外接电脑（有图）；2、接口齐全，HDMI*2，USB3.0*2，USB无线键盘鼠标测试没问题；3、支持安装自选APP（无线网络安装方式+U盘安装方式）；4、蓝牙语音遥控，有点AI的感觉。5、开机无广告，如果品牌LOGO不算的话。 不足之处：1、内容还是差了点，还好我自己安装的腾讯视频，买了VIP；2、外接电脑声音有失真，例如央视影音；3、无电视直播功能，官方APP里的电视猫分辨率太低，惨不忍睹，自己安装央视影音不能用！？？？4、启动还是有点慢，30秒以上。 用过一周再来追评。好久每认真晒单了。不完全为了晒单得赠品。",负面
先提醒一点，电视外接音响要买的人仔细研究下。 正文，昨晚下单，今天就收到了。速度真是没得说。 拿到了，外观什么的非常好。 趁着师傅没走赶快开机试一下，开机非常快，画面也很好，不过因为我对色彩不敏感，觉得各个厂家差不多的感觉，但是画面非常流畅，不卡顿。这点我非常在乎。不过自带的影院啊之类的，大部分都要求vip，我没有，所以看不到4k效果，但是应该可以。 自带音响，中规中矩吧，好像没有别人说的好。而且，到现在没连接上我的漫步者，这个非常不满意，因为看到网上说好像普通3.5mm的连不上或者连上了声音小。希望厂家接下来开发的电视有改进。不知道我要不要换个音响。其他的用用再说。 放在地上的是跟我混了两年的tcl，天气受潮，修了一次，下岗了。 最后，我也觉得底座不算太稳，凑合着用。,负面
遥控器不好用 2米距离有时候不灵敏 用卫星电视看电视的时候只有一个喇叭有声音 电视自带系统电影权限太少,负面
一般般，没啥大片，还不如选小米,负面
一直在关注微鲸电视，直到京东618搞活动就开始下单，平时上班忙，在雷鸟和微鲸里选了微鲸，主要是考虑微鲸的屏幕IPS的感觉要好一点，京东送货师傅真师傅直接一个人背着电视就上楼了，辛苦了！电视到客厅就打开验货，质量没有问题。全黑背景下有些微漏光不过平时完全感觉不到，电视很大IPS的屏色彩真的不错，唯一缺点可能是没有运动补偿吧不过还好了，这价格，音响效果还行不过低音不是特别足，自己外接音响搞定，还没买电视柜之前的茶几太小了直接用电视箱子当垫的架子哈哈。 节目蛮多的大多是腾讯源（然而不是全部的腾讯源都有），语音控制很好用虽然只能用于电视自己的系统（第三方APP不支持语音，比如B站搜东西比较麻烦） 我买的是微鲸 （WHALEY）55D2UK 55英寸 4K超高清 超薄 2G+16G 人工智能语音互联网LED液晶平板电视机（金色） 总之非常好评，这价格很实惠了,负面
一直在很多电视机之间选择，最后还是选择了微鲸，毕竟硬件上的差距还是拉开同档次的竞品不少，前面就知道这个牌子当时的价格比现在还便宜。。。没想到这个还能涨价的，不过也好，保值。希望不要漏光。硬件肯定没得说。就希望网络能好一点。资源丰富一点。售后稳一点。,负面
窄边框，简单漂亮，色彩宽容度都蛮不错的，送一年会员，内容蛮新的，不过4k片源不是很好，总的来说性价比高，虽然不是最优价时入的，不过也算蛮划算了，等下了4k片源再看看4k效果。,负面
之前买了部海尔55的4k电视电视，系统太卡了，果断退货，对比了小米乐视，同价位，性价比最高的是微鲸，最主要的是小米的电视接口在后面，挂在墙上太不方便，于是618活动果断入手微鲸，用了几天才来评价晒图，速度快，画面不错，ips硬屏感觉不够硬，按屏幕还是有水纹，最大缺点就是资源不多，有些搜出来，看不了，老提示看不了，希望能改善,负面
第一次买微鲸电视，整体感觉电视不错性价比高，但是有一点感觉有点霸王条款，系统自动更新，不能进行选择是否升级！整体满意！我家客厅有点小，刚装上看一会儿还有点晕可能太清晰了。再就是京东的配货速度相当6！给??????！,负面
很好，非常不错的电视。完美屏，除了界面不能把自己下的应用放到最上面。建议改进系统。,负面
开始准备选择小米的，后来朋友介绍微鲸很不错，自己也看了知乎贴吧的一些评论和测评，然后就选择了微鲸。到货后比我想象中大了好多，也很薄，显示效果相当给力，送的挂架也不错，安装师傅还没到，投屏很给力，手机看片投到电视很震撼好给力，你懂的。最关键有一年只换不修，还有谁。送的会员也不错，资源很多，语音识别很快，识别模型有待优化，有些资源明明有但没搜索到，后台系统标签不够细，加油……,负面
50寸也没有很大 颜色偏黄 音效很差 之前买的55寸特别好 感觉微鲸开始不走心了,负面
搬新家准备买电视好久了，度娘上查JD上比…国产几个知名品牌和大法夏普低端系列之间比对～曲面还是普通直面…几度选择崩溃！好吧互联网新贵电视里选一下：小米、乐视………又要选择苦难症了！前几天老婆说她同事买了微鲸电视听说不错！微鲸？什么gui？没听过！开始度娘了解又去各论坛看评测……好吧就这么订了不为别的就是相信产品应该不会让我失望！清空之前放在购物车的其它品牌型号！就它了！送货过程中由于自己家里临时有事有点儿小曲折，感谢平台的及时处理。今天顺利到货！送货小哥非常热情协助开箱检查！完美！太完美！想告诉准备入手的朋友：非常超值！够大够薄够清晰！,负面
电视到货是自己安装的，装好了效果不错不比合资的要差，一开始家里人认为微鲸就是个杂牌电视，但实际用下来感觉还是不错的，有很多人性化上的设计，也希望国产自主品牌能越做越好,负面
非常不错，第三次买了 这次介绍给同学的。起先，知名度不高 怀着忐忑的心情，结果一直好，就是挂架比较贵，年费还涨了199，现在299了。,负面
新电视拆开就开不了机，本来是想退 无奈墙上的挂架已经打洞安好了，只能申请换，现在还没接到换货的电话 还是选大牌子吧,负面
以前没听说过微鲸这个牌子，最近打算买电视才开始了解电视品牌，有互联网品牌也有老品牌，之前一直想买小米但是小米品控不是很好，电视手机漏光层出不穷，还有开关机广告因此放弃，经过半个月对比正好微鲸降价2998果断下手，配送师傅次日晌午来送的，服务态度很是不错，还帮我们安装调试好才走的，给师傅点赞，电视也格外清楚，语音识别也不错，其他功能等到时候追评，遥控器感觉有点迷你，电视说明书也好简洁，总体来说不错，相信京东,负面
大气，上档次，性价比超高，简直就是一次梦幻般购物之旅，对京东再次大幅度加分，。当然了图片大家也都看见了，我的电视柜原先是放25吋的，现在放了这个大家伙哦，嚯，嚯，我的电视柜怎么变得这么小了泥？？！真的是刚刚能放下，真的，电视挂架还没到，很奇怪为什么不一起送。来了之后，挂上之后应该更加给力。然后捏，电视本身更是没的说，完全符合我的预期，溢美之词不再赘述，。千言万语汇做一句，微鲸，给力VABLE！！！！,负面
第一次尝试微鲸电视，原来的电视坏了，本来想买乐视的，一直没买，幸好一直下不定决心，偶尔在一出电视剧里看到这款电视，感觉挺方便的，上京东看，刚好618特价，马上就预约购买了，本来是14号送货，13号就送了，虽然快递小哥态度有点差，但不影响产品质量，之前看过好多评论，真可谓好评如潮！回来自己安装试了一下效果，真心不错，自己在调试的客服人员一直在耐心回答我的各种问题，在此真心感谢！语音识别遥控很好玩，小屁孩拿到乐坏了！整体来说性价比超高！可以连Wi-Fi，真真的高科技产品！以后再也不用搬着手机追电视剧了,负面
电视还可以，速度挺快的，但是开机用的时间久了就会卡，无线投屏反应慢。这可能是安卓的通病吧，家里那台投影仪也是这样。还有，电视可视角度不错，之前有人说45度发白，吓得我差点没买，估计他的是质量问题。第一次开机更新一下系统到最新版本，以后开机就快了，大概几十秒，没什么好在意的。唯一想给差评的地方竟然是京东的物流服务，下单后，不知道是需要先预约才能发货，结果没接到预约客服电话，他们就给我推迟两天发，后来我主动联系客服要求不能推迟发，竟然没一个客服能给我解决问题，都是敷衍我。能找的都找了，花了两天时间给客服解释，打了很多电话也没用，真是有种投诉无门的感觉。就因为没接到你们的电话，就活该推迟两天吗？你们的物流怎么那么死板？本来是要给五星的，说着说着来气了，果断1星。本来打算买来后好不好都退的，来解解气。结果还是没退，因为电视本身确实还满意，就是憋着气很不爽。,负面
电视没什么问题，就是不能和挂架同一天到，且物流方面有点慢，早上打电话问送货师傅他说下午送，结果下午问他说还有8个地方的单子才到我，结果等到快晚上十点才到我家，然后送货师傅只有一个，家里没电梯而且是9楼，开始师傅不太愿意搬上去的，然后说服了他才搬上去，到家后也不等我开箱验货就赶着走了。,负面
电视送来还没安装，价格还是比较合理的，唯一要吐槽的是赠送的支架只能送到电视的收货地址，由于是刚装修好，平时不会过去，所以还要特地跑一趟拿支架。其实既然赠送了可以服务更完善一点，不一定要同一个地址，或者让安装的师傅直接带过来，只不过后台系统处理事情多一点，这个也是服务。,负面
东西可以，配送物流对接不好。需望改进。,负面
好好好非常好 物流超级快18号零点买当天下午就到 就是配送员速度真的太慢了约好了19号下午2～3点过来等到快6点 不要壁挂真的推荐自己安装很容易的总之很满意的一次购物,负面
快递员态度不好,负面
屏幕边框挺窄的，很薄外观不错 画质什么的因为还没入住就先不做评价了 吐槽一下物流日日顺体验太差 私自修改配送时间 早上不送货态度也不好让我帮他一起搬还一直在那指手画脚的 把自己当大爷呢气人 不过电视还是不错的,负面
首先买之前对比了乐视、小米、暴风等品牌，几者各有千秋，乐视配置比较高（3g+16g）的，而且处理器架构是A72，但屏幕是全高清的，超清的价位较高；小米4A55寸的也不错，只是标配版(是2g+8g)；暴风的可分离升级，功能强大，价位合适，真心不错，但缺少地面波接口。综合考虑所以选择这款微鲸的了！(就是应该加强物流配送速度和送货员的专业水平)！,负面
送之前跟客服说了提前两小时叫师傅联系我 结果师傅打电话过来说要直接送来 立马从单位赶回家结果等了送货师傅将近一个小时 期间打了无数个电话 有被挂断的有不接的 联系京东客服也没人回应 然后好不容易送货上门了 态度还不好 真的是醉了,负面
卧室一直想换一台43的，看了很多牌子，对比了很多，突然发现了微鲸这个牌子，京东评分很高，然后仔细研究了一下配置，其实也不是很懂，哈哈，反正最终还是在618选择了微鲸。首先，京东发货确实挺快的，但是送货有点恶心，差评。其次，送货不影响电视机的质量，拿到当晚就试了机子，投屏，华数，下载keep健身APP，会员看电影，都很流畅，开机速度确实有点慢……只能归结于智能机吧。而那些杜比4k什么的还没那种特殊要求，平时看看电视电影已经足够了……618活动也很划算。最后希望会员可以看更多电视电影咯，机子持续好下去咯。,负面
物流不给力，新家暂时没有住人，也不提前联系就直接送货。搞的我来回折腾好几次。电视还不错。,负面
先吐槽一下，618买了4大件，一个疏忽把地址弄错了发单位了，其他3件都可以改地址，就你们微鲸不能改，害我退货重拍白白浪费一张优惠券。电视机总体还是不错的因为还未拉网，其他功能等待验证,负面
想不到今天下午就到货了，惊叹京东的送货快速。开机测试竟然碰到了问题，原来送货员没有搞清楚开关，按错了后面的原型按钮，真是醉了，差点就退货了，好在最后有惊无险。电视目前看来还是蛮惊艳的，速度非常快，就是喇叭好像一般，这款难道没有HiFi和杜比吗？会员申请需要电视系统更新后才能申请，希望后期买家可以借鉴。,负面
这是第一次在京东买大件电器，结果就是一次糟心的经历。618下单以后，电视第一次两三天倒是给送到了，但是我在家里还没收到的时候，送货人员就给我点了签收的确认，我立马打电话，他说就在我楼下，先点了没事。我说万一通电有问题呢？上来之后打开之后，电视黑屏开不了机，给客服打电话，厂家教了半天各种办法都不好使，,负面
1、先说说物流，我是六一下单说六三送货，六二的时候还打电话跟我们确认六三送货让在家侯着，额从早上八点半侯到晚上九点半，中间无数次的爽约，一再延迟，最终晚上九点半收到了电视（详见通话截图）。想建议下京东的刘大老板，最后几公里的配送能力能跟的上吗，加强一下时间承诺服务质量！ 2、电视外观，电视实物确实比感觉中的庞大，做工算是精致，外观漂亮大方，满意。 3、电视清晰度，大部分的信号源不是高清，所以感觉不到4K高清有点，尝试观看了几个4K片源，确实比原来清楚些，但没有理想中的高清。 4、电视音响效果，没有突出之处，和普通电视基本无差异。 总结：此电视基本上满意。所谓一分价钱一分货，毕竟55的电视就3k的价格，讲究着看还行，要追求稍高的伙计建议慎重。播放过程中貌似有略微的卡顿，现在还没什深入研究是电视问题还是节目源问题，暂不评论。,负面
1:6.1凌晨拍的，6.2电视就已经到了，只是到6.3才送到家。送货速度给四星是希望能6.2就能够送货上门。 2:希望当天送货前能给客户打个电话，因为大家都忙着工作。以便客户有所准备回去接收。这也是给四星的原因。3:挂架是赠送的没一起送到不人性化。这点超级差评。4:喜欢微鲸这是第二台。,负面
618抢的，抢完就降价了，挂架等了七天才发过来，当初说的100E卡也没有，客服也不理人，对客服真是没有好感。,负面
618下单，配送服务不好，处理很慢，送货的师傅很棒。,负面
6月10日准时抢到，还送了挂架，挂架还没打，由于活动时间比较多单送货慢了一点还是可以接受，。电视不错，底座是金属的，很容易安装，自己几分钟就装好了。本来打算选小米，由于反人类的插口位置，最后选择了微鲸电视，虽然微鲸比小米贵了50。这款电视图像清晰美观合用，物美价廉，很不错的电视，值得推荐。以后还有什么再来追评,负面
不错，618买的，约到6月24号配送，之前给弟弟买过一台50寸的微鲸，感觉不错，这次买了这个55寸的，中规中矩吧，屏幕没有看到漏光，接口比较齐全，可以接我的play5。吐槽下送的挂架，电视收货后才发货，送到的时候新装修的房子里又没人，还得特地开车过来取一下。,负面
趁618京东周年给家里换部电视机，考虑过乐视，暴风等等，后来对比一下，果断下手微鲸，性价比高。可惜今次购物以配送速度取胜的京东今次让人失望，说好的20号送达，结果到25号。到手安排很简单，对电视机评价很满意！,负面
第一次接触微鲸这个牌子，总体感觉很好，屏幕清晰度可以，做工也不错，看电影非常棒，就是下单后第三天才收到货，害我焦急等待了二天半，送的会员还不错，可惜只有1年，配置方面也挺高的，希望能经久耐用！追求性价比的朋友不容错过！,负面
电视不错，比较清晰，值得好评，物流有点慢，照片就不晒了,负面
电视不错，就物流慢了。送的太慢，说好送的电话挂架也没得。。。,负面
电视还不错，做工一般，电源开关处还有一层黑色的垫子露外面的，有点掉档次，声音效果一般，物流慢，慢的让人想退货,负面
电视机太差了，系统反应好慢，图像分辨率也不行，送的蓝牙手柄也连接不上，说好的手机投屏功能也用不了。客服态度恶劣，多问几句就不耐烦。发的申通快递也慢得要死。劝大家别买！真是花钱买气受！气死我了,负面
电视没什么问题，就是不能和挂架同一天到，且物流方面有点慢，早上打电话问送货师傅他说下午送，结果下午问他说还有8个地方的单子才到我，结果等到快晚上十点才到我家，然后送货师傅只有一个，家里没电梯而且是9楼，开始师傅不太愿意搬上去的，然后说服了他才搬上去，到家后也不等我开箱验货就赶着走了。,负面
电视效果还不错，性价比可以接受，刚开始播放高清片源时，有一点卡。电视放在桌子上，稍微有点单薄，有孩子还得挂起来比较安全。快递稍微有点慢，不过事出有因，总体说的过去吧。,负面
电视暂时看着还可以，就是屏幕上有点脏，卖家服务态度很好，就是配送的东西太慢了，半个多月了还没收到赠品呢,负面
"非常惊艳！这种价位能买到这么好的电视，感觉物超所值！虽然因为618,京东物流不给力，等了几天有点不耐烦，但是收到电视后全部打消了！资源也算丰富，运行速度也不错！这次自己真的选对了！也非常感谢客服耐心的解答，谢谢！",负面
赶上618，微鲸电视有了大幅度的降价，硬件配置各方面都不错，电视内容也比较丰富，基本比较火的资源都有，好评一下送一年会员，续费也不贵总体来说是一次满意的购物，配送稍微有点慢，不过618也就理解。五星好评奉上。,负面
价格欺诈，先把价格抬很好，然后降价，刚买了没几天，电视还没怎么体验呢，又降了200。有点心塞。询问客服，客服都不搭理的。物流师傅倒是不错，只是物流公司不按约定时间送货，随意更改。,负面
今天下午刚收到机器，送的挂件还没到，因为迫不及待所以就自己安装了底座，开机速度不是很快，视频清晰度也没有想象的好，有颗粒感，不过这个价格还算可以,负面
京东物流慢了些，本来应该昨天送到的，结果今天才送到。电视还可以，稍微有点延迟，性价比很高。,负面
看了几天了，感觉棒棒的，当时买这个电视看中两点，第一是售后只换不修，第二是硬屏，没想到买回家之后效果这么好，电视这个东西都差不多，系统内容很丰富，就是送货的物流不给力，其余的好评！！！请忽视家里的小乱,负面
老实说挺不错的！就是物流太慢了。都申请退货才来,负面
买个了5000块的的电视，结果因为客服问题。电视到了几天放等个挂架。你挂架和电视分开送就算了，明明是下单就可以登记发货挂架的。结果跟我说收到货才登记。就算收货登记也就算了，发货还要7个工作日。这是什么概念？起码12天。垃圾的微鲸，再也不买你们产品了,负面
首先买之前对比了乐视、小米、暴风等品牌，几者各有千秋，乐视配置比较高（3g+16g）的，而且处理器架构是A72，但屏幕是全高清的，超清的价位较高；小米4A55寸的也不错，只是标配版(是2g+8g)；暴风的可分离升级，功能强大，价位合适，真心不错，但缺少地面波接口。综合考虑所以选择这款微鲸的了！(就是应该加强物流配送速度和送货员的专业水平)！,负面
微鲸的性价比非常好，一开始，犹豫很久，最后选择了微鲸，没有失望，这个价格买4K，而且是55寸的。购买的时候还在黑色和金色之间犹豫了一下，相同配置，到手后发现金色非常大气上档次，有一点要提就是买电视不仅仅是买配置了，节目资源的整合也是挑选电视的50%，而资源内容方面了解之后微鲸做的还是很不错的，然后就根据空间情况选购。总之这次购物体验还是不错的。一开始物流配送发错了货，折腾了两天，昨晚收货，接电开机注册成功，今天看了一下，暂时没遇到的问题。就电视本身来说我还是比较喜欢的。好评！,负面
先吐槽一下物流跟网站。订单上写的配送时间8点到18点，约了好几次， 每次都说下午四点半就结束了，拖了一周，约定周六9点，来的时候都十点半了。开机后，在电视上扫码注册账号，用微信、qq、微信、手机号试了很多次，一提交就显示空白页面，换网站操作也一样。打客服电话，客服只会重复一样的话，最后还是在线客服微微帮忙注册的。电视本身不错，画面跟音响都可以，连接联通ip电视、硬盘、电脑都没问题，播放很流畅。而且接口都在一侧，插拔很方便。自己装的底座，电视太大不是特别稳定，准备换成挂架。,负面
相当不错的电视，就是下雨天送货慢了点，等到晚上才送货,负面
新做牌子，对比了小米4A，感觉小米的东西那价不会用什么好东西，看了微鲸的评价不错，到手东西还是不错哦，网上下载了几个4K电视试试效果不错，IPS硬屏不错，说好送的挂架没有送，京东送货超级慢，送了3天，说好赔的2000京豆也没有到账，京东服役越做越差了，希望产品可以用很久,负面
在几个互联网品牌里选这个，主要是听说没有广告，内容也可以 由于本人没在家，家里人签收的，电话里说电视不错。 但是要吐槽下物流有点慢，第三天才到， 还有就是15000的预约卖500吓得我凌晨00.00.00下单结果中午还没卖完，有点无语,负面
暂时没发现问题，正常使用，但是在机器顶部有4个黑点，就不退了，不影响使用，但是一个礼拜了到现在挂架还没送给我，不知道啥原因。音响不错，但是大概什么动态的功能后画面变暗了。,负面
自己安装特别简单..清晰度很好.我爸妈俩老都说不错，试了语音遥控还可以.就是音乐不能语音遥控--音响真心的不咋样，有待提升--可能是6.18原因吧物流特别特别慢！总体感觉上还是老人家说还可以-都可以简单的操作。,负面
618凌晨一点买的，上午客服打电话确认，晚上六点多就送来了，措手不及、送货上楼没得说…还没试过。京东挂架没有了，客服补发，态度还不错！东西很棒！顺便提一句：我记得618这款安装免费，怎么安装客服说还要100的安装费！？一会问客服…,负面
安装还要另外收费，这点不满意,负面
安装师傅不给力,负面
不错刚开始觉得颜色不好，有点失真。后来发现人机对话功能不错。就是没有售后安装服务这点不太好,负面
差评，一星不能再多了，给老人买的，售后安装真是无语，像求大爷一样，一直没给安装，最后还是找了个修电视的熟人给安装的,负面
电视刚刚安装好了，这个分数并不是对电视机本身的，而且针对服务的。我打400预约安装，并说明我有挂架的情况下，客服告知微鲸的挂架质量有保障，我答复可以让安装人员带来，我比较之下再做出选择。本地安装人员联系我后需要我确定是否需要挂架，因为挂架需要他们垫付，如果不要他们就不向成都申请，基于此，我就答复其不需要挂架，仅仅安装，并且安装人员也明确如果安装的话就100元，结果相隔一个小时后，安装人员告知我自己的挂架微鲸明确不予安装。我认为微鲸的服务真的需要加强，并不是说自己硬实力有了软实力就不需要了，或许这个电视坏了以后我就会选本地化服务好的品牌了。,负面
电视清晰度还不错，音响效果好，曲面时尚，希望不要容易出故障！售后安装服务太差，投诉后也没有回馈，让人担忧以后的服务！,负面
电视外观还不错，直接看电视台的节目挺清晰的，不过不知道为啥看网络上的东西清晰度就不是很高了。下单就送货了电视送货挺快的，不过送的壁挂架等了一周才送过去，电话问过说的第二天就能到，所以预约了安装人员，最后自己又花钱买了一个壁挂架，这个有点坑了。等试用之后再追加评价吧！,负面
东西很不错，但是，能否吐槽下微鲸为了省成本HDMI线也没有，电源线过短导致我只能走明线，但是总体来讲还是物有所值，好评，自己慢慢装应用玩吧，安装略贵，一台169，另外不管买几台，会员只送一年。,负面
东西送货超快的，已经在试用，音质不错，但是不提供免费安装服务让人确实太郁闷了，之前买的联想和乐视电视都提供免费安装服务的，互联网品牌还是不行。售后堪忧………,负面
非常不错，第三次买了 这次介绍给同学的。起先，知名度不高 怀着忐忑的心情，结果一直好，就是挂架比较贵，年费还涨了199，现在299了。,负面
给的分低主要是因为2点，第一，货送到了就没下文了，既没有人联系安装，也没有人过问是否有问题！第二，开机广告的时间我已经是无语了，果断低分！！！ 待后期追评其他问题,负面
很好，很清楚，很满意，就是装挂架收费有点贵,负面
快递非常速度！昨晚11点半下的单，及时收到短信确认后今天中午就收到实物了，赞一个送货的速度！ 上门后告知安装挂壁要另外加收50块，因为原有的机器已经有挂架，因此不要求挂装了，就支架放置就OK了， 之前一直犹豫要不要再一次入手国产牌子的电视机，因为刚刚坏的就是国产牌子TCL，还不到3年就屏幕显示模糊了，一直在夏普跟微鲸之间摇摆！知道这个牌子也是同学介绍的，他之前购买的三星后新居入伙换微鲸的，说性价比高，品质也不差，最后选择再一次支持国货！希望不会让我再一次失去信心！期待微鲸的表现！ 刚刚收到还没调试好。目前表现还算OK。 支持国货！,负面
网购这么久第一次给差评，机器前天送到的。挂架昨天送到的。前天晚上8点17分打售后电话预约安装。售后一直没有和我们联系！老公早上又自己打电话去主动联系，售后说他们系统没有登记，让我们等着他们再安排，我就和京东售前联系，售前也不管，只会像复读机一样让我自己找售后.。真是够了，实在忍不了给了差评。要买的亲慎重，东西我确实还没有用不知道效果，但是服务确实不敢恭维，受得气的再考虑购买哈！本来一星也不想给，但是选择不了零星！气的我胃疼,负面
微鲸售后不咋的，到货后预约安装两天半才上门，打了六次电话催促，真是烦死了。,负面
真的是超级速度的，给力的不要不要的，给京东点赞啊。就是还没安装，问了客服说是如果不是微鲸指定的挂架就不免费安装，真的是搞不懂，都是京东一起换购加价下单的，什么是指定，没有明指啊，那不管要不要挂架是不是也应该免费安装啊。囧o(╯□╰)o,负面
自己先装了底座还不错啦，就是预约安装挂架时客服小姐姐竟然说查不到这个型号，其它没什么问题，如不好看追评咯,负面
1.机子看了5天了，挺好的，符合描述的硬屏，大屏，较薄，14kg。 2.画面清晰，赠送一年的会员，可以看腾讯VIP，但是只有超清影片才能体现4k的画质。 3.可以通过小鹰直播看电视直播，系统自带，但是某些电视台的画质非常不好。 4.遥控器简洁好用，如图。但是赠送手环是营销手段，咨询客服说只有300名。早说.... 总体超值超值超值,负面
618抢的，抢完就降价了，挂架等了七天才发过来，当初说的100E卡也没有，客服也不理人，对客服真是没有好感。,负面
差评，6月1日下单，定的24号送货，618的时候看到可以送支架，问客服我下的订单是否送支架，当时想如果不送就重新下个单，客服回复说送。送货的时候没有收到支架，再问客服，客服说根据订单编号查询，不送支架，真是晕。第一次问你们的时候怎么不根据订单编号来查询，就直接说送。等送货了，又说不送，毫无信用可言。,负面
第一次用这个品牌的电视，超出自己预想，非常物超所值！屏幕清晰，反应也算不错，没有明显推迟。值得推荐！手环快来！ 但这次购物，京东超级cao dan！订单被京东取消，完全没有理由，打电话沟通很长时间才解决一个订单，其他商品一直不回复。对京东失望,负面
电视不错，没有坏点，漏光也基本看不出来，看了下电视剧，有点拖影，网上换个接口就好了，暂时没试。京东的预约客服真的要给差评，没经过我同意擅自把送货时间改到星期五，害送货大哥白跑趟。这里要给送货大哥好评，30几度的天气，大中午把电视扛到5楼,负面
电视机反应比较快，自带一年铂金会员，多数视频都可以免费观看，4k电视和2k个人感觉清晰度区别不大，图片是漏光测试。个别客服服务较差。,负面
电视机太差了，系统反应好慢，图像分辨率也不行，送的蓝牙手柄也连接不上，说好的手机投屏功能也用不了。客服态度恶劣，多问几句就不耐烦。发的申通快递也慢得要死。劝大家别买！真是花钱买气受！气死我了,负面
买个了5000块的的电视，结果因为客服问题。电视到了几天放等个挂架。你挂架和电视分开送就算了，明明是下单就可以登记发货挂架的。结果跟我说收到货才登记。就算收货登记也就算了，发货还要7个工作日。这是什么概念？起码12天。垃圾的微鲸，再也不买你们产品了,负面
买完电视后找京东客服和死的一样，理都不理人，我现在严重怀疑售后，到时会不会装死,负面
首先不得不说这是一次糟糕的购物经历，电视到手后外观没什么问题，开机比较慢、大多片源都需要VIP权限这可能是目前智能电视的普遍特点。那么问题来了，进入VIP领取，显示设备码有问题，打电话给客服，共计43'27''这货就没说出个所以然。不承认有问题，说到关键问题就不吱声。要是质量一般我忍了，客服就不能雇个懂点常识的吗！总之我是不会再选微鲸的任何产品了。很认真的写这段评论就是能给大家一个参考。因为售后可能会比产品更重要。,负面
送之前跟客服说了提前两小时叫师傅联系我 结果师傅打电话过来说要直接送来 立马从单位赶回家结果等了送货师傅将近一个小时 期间打了无数个电话 有被挂断的有不接的 联系京东客服也没人回应 然后好不容易送货上门了 态度还不好 真的是醉了,负面
网购这么久第一次给差评，机器前天送到的。挂架昨天送到的。前天晚上8点17分打售后电话预约安装。售后一直没有和我们联系！老公早上又自己打电话去主动联系，售后说他们系统没有登记，让我们等着他们再安排，我就和京东售前联系，售前也不管，只会像复读机一样让我自己找售后.。真是够了，实在忍不了给了差评。要买的亲慎重，东西我确实还没有用不知道效果，但是服务确实不敢恭维，受得气的再考虑购买哈！本来一星也不想给，但是选择不了零星！气的我胃疼,负面
